model_name,val_accuracy,val_precision,val_recall,val_f1,val_f2,val_true_negative,val_false_positive,val_false_negative,val_true_positive,val_false_positive_rate,val_false_negative_rate,val_roc_auc,val_average_precision,test_accuracy,test_precision,test_recall,test_f1,test_f2,test_true_negative,test_false_positive,test_false_negative,test_true_positive,test_false_positive_rate,test_false_negative_rate,test_roc_auc,test_average_precision
dummy,0.5210049979737944,0.5210049979737944,1.0,0.6850799289520426,0.8446848583066883,0.0,3546.0,0.0,3857.0,1.0,0.0,0.5,0.5210049979737944,0.5211400783466162,0.5211400783466162,1.0,0.6851966965633602,0.8447558572366981,0.0,3545.0,0.0,3858.0,1.0,0.0,0.5,0.5211400783466162
logistic_regression,0.9846008374983115,0.9804878048780488,0.9901477832512315,0.9852941176470589,0.9882005899705014,3470.0,76.0,38.0,3819.0,0.02143260011280316,0.009852216748768473,0.9986526208162918,0.998607890610351,0.9839254356342023,0.9812097812097812,0.9880767236910316,0.9846312798656851,0.9866956566754672,3472.0,73.0,46.0,3812.0,0.02059238363892807,0.011923276308968377,0.9985409396041856,0.9985968329288236
